transaction_id,client_id,transaction_date,amount,mcc_code,category,merchant_name,bank_account,status,response_code,balance
100034,1,2024-04-08 14:04,43900,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,5379917
100035,1,2024-04-08 15:42,15000,5411,Supermarket,Rossia,39345092,SUCCESS,0,5295816
100036,1,2024-04-11 07:37,43400,1021,Electronics,DigiTech,39345092,FAILED,57,5206184
100037,1,2024-04-11 09:32,6700,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,5178436
100038,1,2024-04-14 13:06,17600,6011,ATM / Cash,Inecobank ATM,39345092,FAILED,57,5245176
100039,1,2024-04-16 13:34,8200,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,5074251
100040,1,2024-04-18 14:37,17800,5680,Clothing,LC Waikiki,39345092,SUCCESS,0,5195877
100041,1,2024-04-23 08:14,6600,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,5077923
100042,1,2024-04-26 22:51,9600,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,5249964
100043,1,2024-04-29 21:07,28400,5680,Clothing,Mango,39345092,SUCCESS,0,5114875
100044,1,2024-05-04 20:22,5900,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,6005481
100045,1,2024-05-06 15:29,46500,1021,Electronics,DigiTech,39345092,SUCCESS,0,5872797
100046,1,2024-05-07 13:34,6000,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,5861846
100047,1,2024-05-13 17:51,9300,5411,Supermarket,Unimart,39345092,SUCCESS,0,6003846
100048,1,2024-05-14 20:29,24900,6011,ATM / Cash,Ameriabank ATM,39345092,SUCCESS,0,5841782
100049,1,2024-05-15 11:27,28200,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,5845263
100050,1,2024-05-21 10:03,58600,1021,Electronics,Samsung Store,39345092,SUCCESS,0,5828284
100051,1,2024-05-28 08:43,4900,5912,Pharmacy,PharmAm,39345092,SUCCESS,0,5747846
100052,1,2024-05-28 10:15,7100,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,5635681
100053,1,2024-06-01 19:16,22700,6011,ATM / Cash,ACBA ATM,39345092,FAILED,57,6416189
100054,1,2024-06-02 12:24,15900,5411,Supermarket,SAS Supermarket,39345092,SUCCESS,0,6475736
100055,1,2024-06-07 19:57,6600,5812,Restaurant,Dolmama,39345092,SUCCESS,0,6598730
100056,1,2024-06-08 09:28,7400,5812,Restaurant,Pizza di Roma,39345092,SUCCESS,0,6583272
100057,1,2024-06-14 22:30,4700,5812,Restaurant,Dolmama,39345092,SUCCESS,0,6655803
100058,1,2024-06-21 07:05,4000,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,6370453
100059,1,2024-06-26 10:03,10400,5812,Restaurant,Green Bean,39345092,FAILED,57,6442511
100060,1,2024-06-30 14:10,30800,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,6541959
100061,1,2024-06-30 21:18,11700,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,6254128
100062,1,2024-07-02 12:30,91700,1021,Electronics,iSpace,39345092,SUCCESS,0,6922148
100063,1,2024-07-03 08:56,138000,1021,Electronics,Samsung Store,39345092,SUCCESS,0,6741115
100064,1,2024-07-08 07:48,78600,1021,Electronics,DigiTech,39345092,SUCCESS,0,6951307
100065,1,2024-07-09 07:05,93500,1021,Electronics,iSpace,39345092,SUCCESS,0,6813065
100066,1,2024-07-09 12:37,49200,1021,Electronics,DigiTech,39345092,SUCCESS,0,6869183
100067,1,2024-07-13 15:32,118100,1021,Electronics,iSpace,39345092,SUCCESS,0,6429065
100068,1,2024-07-14 17:38,76200,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,6393012
100069,1,2024-07-14 22:05,72100,1021,Electronics,iSpace,39345092,SUCCESS,0,6597769
100070,1,2024-07-15 16:44,7200,5912,Pharmacy,Vita,39345092,SUCCESS,0,6349098
100071,1,2024-07-17 21:58,38000,1021,Electronics,TechZone,39345092,SUCCESS,0,6290743
100072,1,2024-07-18 22:28,60100,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,6250869
100073,1,2024-07-22 15:36,81200,1021,Electronics,DigiTech,39345092,FAILED,57,6502020
100074,1,2024-08-03 17:16,111800,1021,Electronics,DigiTech,39345092,SUCCESS,0,7048657
100075,1,2024-08-04 12:21,5700,5912,Pharmacy,Vita,39345092,SUCCESS,0,7227439
100076,1,2024-08-11 10:49,63800,1021,Electronics,TechZone,39345092,SUCCESS,0,7082079
100077,1,2024-08-11 17:42,51500,1021,Electronics,TechZone,39345092,FAILED,57,7083335
100078,1,2024-08-13 07:42,125000,1021,Electronics,DigiTech,39345092,SUCCESS,0,6676822
100079,1,2024-08-14 22:18,7800,5912,Pharmacy,Vita,39345092,SUCCESS,0,6651433
100080,1,2024-08-16 18:26,102700,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,6858847
100081,1,2024-08-22 19:52,114900,1021,Electronics,iSpace,39345092,SUCCESS,0,6465064
100082,1,2024-08-25 08:29,90900,1021,Electronics,DigiTech,39345092,SUCCESS,0,6462257
100083,1,2024-08-28 21:26,88000,1021,Electronics,iSpace,39345092,SUCCESS,0,6266772
100084,1,2024-09-01 14:45,5900,5812,Restaurant,Dolmama,39345092,SUCCESS,0,7258280
100085,1,2024-09-02 13:33,112500,1021,Electronics,TechZone,39345092,SUCCESS,0,6945403
100086,1,2024-09-06 16:35,103900,1021,Electronics,iSpace,39345092,SUCCESS,0,6765728
100087,1,2024-09-09 11:59,37100,1021,Electronics,iSpace,39345092,SUCCESS,0,6888409
100088,1,2024-09-10 21:56,7700,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,7112412
100089,1,2024-09-12 22:40,99000,1021,Electronics,DigiTech,39345092,SUCCESS,0,6897253
100090,1,2024-09-15 08:13,81200,1021,Electronics,iSpace,39345092,SUCCESS,0,6726425
100091,1,2024-09-23 22:07,103900,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,6566918
100092,1,2024-10-11 10:35,12200,5411,Supermarket,SAS Supermarket,39345092,SUCCESS,0,7469853
100093,1,2024-10-12 16:24,21900,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,7161666
100094,1,2024-10-14 17:43,6500,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,7374912
100095,1,2024-10-17 12:23,13200,5411,Supermarket,Rossia,39345092,SUCCESS,0,7348279
100096,1,2024-10-20 08:50,6900,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,7391082
100097,1,2024-10-21 17:04,4100,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,7431638
100098,1,2024-10-22 19:18,11400,5812,Restaurant,Pizza di Roma,39345092,SUCCESS,0,7480751
100099,1,2024-11-03 11:58,15000,5411,Supermarket,Carrefour,39345092,SUCCESS,0,8059907
100100,1,2024-11-05 09:41,26300,6011,ATM / Cash,Ameriabank ATM,39345092,SUCCESS,0,8179396
100101,1,2024-11-09 11:21,21400,5211,Repair / Hardware,MasterBuild,39345092,SUCCESS,0,8210055
100102,1,2024-11-12 16:41,12200,5812,Restaurant,Dolmama,39345092,SUCCESS,0,8024506
100103,1,2024-11-18 19:41,8800,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,8218819
100104,1,2024-11-20 09:19,51700,1021,Electronics,DigiTech,39345092,SUCCESS,0,8014975
100105,1,2024-11-22 20:32,46900,5680,Clothing,Reserved,39345092,SUCCESS,0,7983719
100106,1,2024-11-23 19:08,8000,5411,Supermarket,Carrefour,39345092,SUCCESS,0,8113021
100107,1,2024-11-26 17:52,9700,5411,Supermarket,Unimart,39345092,SUCCESS,0,7950904
100108,1,2024-12-03 16:54,12400,5411,Supermarket,Rossia,39345092,SUCCESS,0,8412054
100109,1,2024-12-08 11:09,16000,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,8433140
100110,1,2024-12-10 12:13,3100,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,8595028
100111,1,2024-12-11 11:38,51700,3001,Travel,FlyDubai,39345092,SUCCESS,0,8807296
100112,1,2024-12-11 22:12,4800,5812,Restaurant,Mer Taghe,39345092,SUCCESS,0,8353937
100113,1,2024-12-12 07:23,61800,3001,Travel,S7 Airlines,39345092,SUCCESS,0,8581498
100114,1,2024-12-13 11:10,5200,5812,Restaurant,Dolmama,39345092,SUCCESS,0,8377516
100115,1,2024-12-25 08:42,40500,5680,Clothing,LC Waikiki,39345092,SUCCESS,0,8387341
100116,1,2024-12-26 10:32,8900,5411,Supermarket,Carrefour,39345092,SUCCESS,0,8510670
100117,1,2025-01-06 12:46,6200,5912,Pharmacy,PharmAm,39345092,SUCCESS,0,9017631
100118,1,2025-01-12 14:28,15300,5411,Supermarket,Unimart,39345092,SUCCESS,0,9207558
100119,1,2025-01-15 08:26,19200,3001,Travel,Booking.com,39345092,SUCCESS,0,9069221
100120,1,2025-01-18 14:19,8700,5812,Restaurant,Dolmama,39345092,SUCCESS,0,8905122
100121,1,2025-01-20 16:48,17200,5411,Supermarket,Carrefour,39345092,SUCCESS,0,9025122
100122,1,2025-01-24 21:14,3200,5812,Restaurant,Mer Taghe,39345092,SUCCESS,0,9272138
100123,1,2025-01-27 13:23,21500,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,9096904
100124,1,2025-01-31 22:57,56500,3001,Travel,ArmAvia,39345092,SUCCESS,0,9275647
100125,1,2025-02-03 12:17,26300,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,9624891
100126,1,2025-02-04 10:18,3900,5912,Pharmacy,Vita,39345092,SUCCESS,0,9683377
100127,1,2025-02-09 08:41,9400,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,9715160
100128,1,2025-02-13 20:10,14100,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,10057037
100129,1,2025-02-16 18:35,7700,5912,Pharmacy,Vita,39345092,SUCCESS,0,9748479
100130,1,2025-02-20 11:55,13000,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,9884287
100131,1,2025-02-22 21:29,9000,5812,Restaurant,Pizza di Roma,39345092,SUCCESS,0,9744140
100132,1,2025-02-25 16:49,14600,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,9569960
100133,1,2025-02-27 13:51,7600,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,9581641
100134,1,2025-03-01 17:59,8900,5812,Restaurant,Dolmama,39345092,SUCCESS,0,10516187
100135,1,2025-03-02 19:32,14300,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,10400830
100136,1,2025-03-03 18:14,19500,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,10465182
100137,1,2025-03-04 17:50,13900,5411,Supermarket,Unimart,39345092,SUCCESS,0,10166107
100138,1,2025-03-05 11:02,4000,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,10213285
100139,1,2025-03-08 21:56,8600,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,10598665
100140,1,2025-03-12 07:26,20400,5211,Repair / Hardware,StroiMag,39345092,SUCCESS,0,10681281
100141,1,2025-03-12 14:24,26300,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,10398470
100142,1,2025-03-14 09:58,29300,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,10570933
100143,1,2025-03-15 11:53,13400,6011,ATM / Cash,Ameriabank ATM,39345092,SUCCESS,0,10409323
100144,1,2025-04-03 07:16,15900,5411,Supermarket,Yerevan City,39345092,SUCCESS,0,11071331
100145,1,2025-04-04 22:38,8000,5912,Pharmacy,PharmAm,39345092,SUCCESS,0,11071081
100146,1,2025-04-07 11:35,10500,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,11022355
100147,1,2025-04-08 20:40,11700,5912,Pharmacy,Vita,39345092,SUCCESS,0,11061334
100148,1,2025-04-10 10:03,63300,3001,Travel,S7 Airlines,39345092,SUCCESS,0,11275269
100149,1,2025-04-10 22:44,24900,1021,Electronics,iSpace,39345092,SUCCESS,0,11229309
100150,1,2025-04-18 07:40,12900,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,11147552
100151,1,2025-04-20 07:57,13500,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,10864086
100152,1,2025-04-23 22:28,7800,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,11244304
100153,1,2025-04-24 20:07,22700,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,10870678
100154,1,2025-04-25 16:15,27800,5680,Clothing,LC Waikiki,39345092,SUCCESS,0,11019908
100155,1,2025-04-26 21:04,47400,5211,Repair / Hardware,Fix Price Build,39345092,SUCCESS,0,10729612
100156,1,2025-04-27 11:48,8000,5812,Restaurant,Mer Taghe,39345092,SUCCESS,0,11139115
100157,1,2025-05-01 18:15,31600,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,11748523
100158,1,2025-05-05 16:27,34700,1021,Electronics,Samsung Store,39345092,SUCCESS,0,11491846
100159,1,2025-05-09 07:22,41800,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,11682834
100160,1,2025-05-12 09:33,71200,3001,Travel,Hotels.am,39345092,FAILED,57,11738211
100161,1,2025-05-17 14:45,4900,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,11258030
100162,1,2025-05-18 07:24,18600,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,11354259
100163,1,2025-05-19 20:11,8200,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,11406619
100164,1,2025-05-21 19:23,11100,5411,Supermarket,Carrefour,39345092,SUCCESS,0,11784284
100165,1,2025-05-22 09:33,54300,1021,Electronics,Samsung Store,39345092,SUCCESS,0,11557172
100166,1,2025-05-28 22:02,9400,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,11449874
100167,1,2025-06-02 18:34,7800,5812,Restaurant,Pizza di Roma,39345092,SUCCESS,0,12444415
100168,1,2025-06-05 09:45,13200,6011,ATM / Cash,ACBA ATM,39345092,FAILED,57,12217367
100169,1,2025-06-08 10:49,3500,5812,Restaurant,Mer Taghe,39345092,FAILED,57,12422914
100170,1,2025-06-10 13:02,16400,6011,ATM / Cash,Inecobank ATM,39345092,SUCCESS,0,12196729
100171,1,2025-06-11 12:53,10600,5812,Restaurant,Lavash Cafe,39345092,SUCCESS,0,12420745
100172,1,2025-06-16 12:51,7500,5912,Pharmacy,Vita,39345092,SUCCESS,0,12111084
100173,1,2025-06-19 17:08,15100,1021,Electronics,Samsung Store,39345092,SUCCESS,0,11803848
100174,1,2025-06-25 21:02,12700,5411,Supermarket,Carrefour,39345092,SUCCESS,0,11985396
100175,1,2025-06-25 21:44,47700,1021,Electronics,TechZone,39345092,SUCCESS,0,12269123
100176,1,2025-06-26 09:22,44400,3001,Travel,Booking.com,39345092,SUCCESS,0,11964783
100177,1,2025-07-02 13:18,21200,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,12549130
100178,1,2025-07-02 17:59,7100,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,12691161
100179,1,2025-07-04 18:27,10900,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,12532737
100180,1,2025-07-10 19:52,13400,5411,Supermarket,SAS Supermarket,39345092,FAILED,57,12706250
100181,1,2025-07-12 08:55,9700,5812,Restaurant,Mer Taghe,39345092,SUCCESS,0,12610316
100182,1,2025-07-18 22:16,28700,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,12540287
100183,1,2025-07-21 17:17,9600,5912,Pharmacy,PharmAm,39345092,SUCCESS,0,12671329
100184,1,2025-07-26 13:56,3600,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,12474660
100185,1,2025-07-29 19:47,12500,6011,ATM / Cash,ACBA ATM,39345092,SUCCESS,0,12540681
100186,1,2025-08-03 20:05,50300,1021,Electronics,MediaMarkt,39345092,SUCCESS,0,13034312
100187,1,2025-08-06 22:44,8300,5912,Pharmacy,Zdravitsa,39345092,SUCCESS,0,13644628
100188,1,2025-08-14 12:34,8300,5912,Pharmacy,PharmAm,39345092,SUCCESS,0,13477230
100189,1,2025-08-15 19:21,50800,6011,ATM / Cash,Ameriabank ATM,39345092,SUCCESS,0,13597806
100190,1,2025-08-16 18:59,8400,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,13283640
100191,1,2025-08-26 15:51,52000,5211,Repair / Hardware,ArmBuild,39345092,SUCCESS,0,13436913
100192,1,2025-09-03 17:42,34500,5680,Clothing,Mango,39345092,SUCCESS,0,14449378
100193,1,2025-09-10 16:28,8600,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,14392544
100194,1,2025-09-10 17:06,6200,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,13888031
100195,1,2025-09-14 15:40,8900,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,14155568
100196,1,2025-09-15 08:46,5100,5912,Pharmacy,Nor Pharma,39345092,SUCCESS,0,14386752
100197,1,2025-09-20 20:10,7300,5812,Restaurant,Pizza di Roma,39345092,SUCCESS,0,14193625
100198,1,2025-09-23 21:22,20100,5680,Clothing,H&M Yerevan,39345092,SUCCESS,0,14286086
100199,1,2025-09-26 08:04,12300,5411,Supermarket,Unimart,39345092,SUCCESS,0,13953091
100200,1,2025-09-28 18:39,38500,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,13888197
100201,1,2025-10-05 19:27,47300,3001,Travel,Hotels.am,39345092,SUCCESS,0,14878053
100202,1,2025-10-06 22:18,138200,3001,Travel,ArmAvia,39345092,SUCCESS,0,14374406
100203,1,2025-10-06 22:40,112700,3001,Travel,ArmAvia,39345092,SUCCESS,0,14140413
100204,1,2025-10-13 20:38,86600,3001,Travel,FlyDubai,39345092,SUCCESS,0,14154186
100205,1,2025-10-18 12:35,4300,5912,Pharmacy,ArmPharm,39345092,SUCCESS,0,14619180
100206,1,2025-10-23 11:32,9100,5411,Supermarket,Rossia,39345092,SUCCESS,0,14401712
100207,1,2025-11-01 14:18,110800,3001,Travel,S7 Airlines,39345092,SUCCESS,0,14647625
100208,1,2025-11-02 15:14,14200,6011,ATM / Cash,Ardshinbank ATM,39345092,SUCCESS,0,14913420
100209,1,2025-11-02 18:00,131200,3001,Travel,Hotels.am,39345092,SUCCESS,0,14858410
100210,1,2025-11-05 12:20,108300,3001,Travel,ArmAvia,39345092,SUCCESS,0,14471540
100211,1,2025-11-06 09:36,67200,3001,Travel,Hotels.am,39345092,SUCCESS,0,14709132
100212,1,2025-11-16 11:12,200200,3001,Travel,ArmAvia,39345092,SUCCESS,0,14008152
100213,1,2025-11-17 22:26,121000,3001,Travel,FlyDubai,39345092,SUCCESS,0,14337820
100214,1,2025-11-22 22:26,57200,3001,Travel,FlyDubai,39345092,SUCCESS,0,14024862
100215,1,2025-11-23 21:31,91900,3001,Travel,Booking.com,39345092,SUCCESS,0,14175940
100216,1,2025-11-27 19:35,96800,3001,Travel,FlyDubai,39345092,SUCCESS,0,14362747
100217,1,2025-11-27 21:39,161000,3001,Travel,S7 Airlines,39345092,SUCCESS,0,13875055
100219,2,2024-01-02 12:14,5800,5912,Pharmacy,Zdravitsa,38898923,SUCCESS,0,1054157
100220,2,2024-01-03 21:00,9400,5411,Supermarket,Rossia,38898923,SUCCESS,0,1012724
100221,2,2024-01-03 21:55,19100,5411,Supermarket,SAS Supermarket,38898923,SUCCESS,0,1023823
100222,2,2024-01-10 16:20,48100,1021,Electronics,MediaMarkt,38898923,SUCCESS,0,929134
100223,2,2024-01-12 13:18,16100,5211,Repair / Hardware,MasterBuild,38898923,SUCCESS,0,964365
100224,2,2024-01-19 16:47,27300,6011,ATM / Cash,Inecobank ATM,38898923,SUCCESS,0,912881
100225,2,2024-01-20 14:29,14400,5812,Restaurant,Dolmama,38898923,SUCCESS,0,893380
100226,2,2024-01-26 08:25,28300,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,891696
100227,2,2024-02-01 19:54,9800,5680,Clothing,Reserved,38898923,SUCCESS,0,1076039
100228,2,2024-02-01 20:01,16100,6011,ATM / Cash,Ameriabank ATM,38898923,SUCCESS,0,1011715
100229,2,2024-02-07 14:26,17100,5411,Supermarket,Carrefour,38898923,SUCCESS,0,984301
100230,2,2024-02-08 18:40,5200,5912,Pharmacy,Nor Pharma,38898923,SUCCESS,0,988162
100231,2,2024-02-12 22:49,23600,6011,ATM / Cash,Ameriabank ATM,38898923,SUCCESS,0,995491
100232,2,2024-02-24 16:06,8900,5912,Pharmacy,PharmAm,38898923,SUCCESS,0,1004477
100233,2,2024-02-25 13:46,5200,5812,Restaurant,Green Bean,38898923,SUCCESS,0,985142
100234,2,2024-02-27 07:21,24400,5680,Clothing,LC Waikiki,38898923,SUCCESS,0,947184
100235,2,2024-02-29 14:09,500,5812,Restaurant,Dolmama,38898923,SUCCESS,0,973209
100236,2,2024-03-02 14:57,7900,5411,Supermarket,Yerevan City,38898923,SUCCESS,0,1125449
100237,2,2024-03-04 11:40,11000,5411,Supermarket,Carrefour,38898923,SUCCESS,0,1118522
100238,2,2024-03-10 15:54,10000,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,1087931
100239,2,2024-03-16 08:09,90800,3001,Travel,S7 Airlines,38898923,SUCCESS,0,1031604
100240,2,2024-03-19 08:27,3700,5812,Restaurant,Mer Taghe,38898923,SUCCESS,0,990782
100241,2,2024-03-22 11:15,39000,3001,Travel,FlyDubai,38898923,SUCCESS,0,952790
100242,2,2024-03-23 15:05,21000,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,949523
100243,2,2024-03-24 09:37,17800,5411,Supermarket,Unimart,38898923,SUCCESS,0,924290
100244,2,2024-03-27 19:04,8500,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,920392
100245,2,2024-03-28 20:44,52400,5211,Repair / Hardware,HomePro,38898923,SUCCESS,0,878568
100246,2,2024-03-29 18:29,35200,5211,Repair / Hardware,MasterBuild,38898923,SUCCESS,0,842349
100247,2,2024-04-03 13:08,4500,5912,Pharmacy,Nor Pharma,38898923,SUCCESS,0,1063190
100248,2,2024-04-04 09:10,61600,3001,Travel,ArmAvia,38898923,SUCCESS,0,996265
100249,2,2024-04-04 12:28,12800,5411,Supermarket,SAS Supermarket,38898923,SUCCESS,0,983516
100250,2,2024-04-04 18:49,15200,6011,ATM / Cash,Inecobank ATM,38898923,SUCCESS,0,921693
100251,2,2024-04-07 21:19,8200,5812,Restaurant,Green Bean,38898923,SUCCESS,0,916097
100252,2,2024-04-11 19:44,6000,5912,Pharmacy,Zdravitsa,38898923,SUCCESS,0,904948
100253,2,2024-04-15 15:14,8300,5812,Restaurant,Lavash Cafe,38898923,SUCCESS,0,940762
100254,2,2024-04-15 15:54,8700,5912,Pharmacy,Zdravitsa,38898923,SUCCESS,0,903287
100255,2,2024-04-15 17:26,12800,5812,Restaurant,Dolmama,38898923,SUCCESS,0,914317
100256,2,2024-04-25 10:09,4300,5812,Restaurant,Lavash Cafe,38898923,SUCCESS,0,913898
100257,2,2024-04-27 17:20,12300,5912,Pharmacy,ArmPharm,38898923,SUCCESS,0,890879
100258,2,2024-05-03 14:22,2100,5912,Pharmacy,Vita,38898923,SUCCESS,0,1084323
100259,2,2024-05-06 07:25,6600,5912,Pharmacy,Nor Pharma,38898923,SUCCESS,0,1064804
100260,2,2024-05-10 15:52,8500,5912,Pharmacy,ArmPharm,38898923,SUCCESS,0,1057826
100261,2,2024-05-13 08:43,57000,3001,Travel,Hotels.am,38898923,SUCCESS,0,989917
100262,2,2024-05-23 08:13,15000,6011,ATM / Cash,Inecobank ATM,38898923,SUCCESS,0,974835
100263,2,2024-05-26 16:52,7400,5812,Restaurant,Dolmama,38898923,SUCCESS,0,983122
100264,2,2024-05-27 17:09,6500,5812,Restaurant,Green Bean,38898923,SUCCESS,0,995437
100265,2,2024-06-01 08:53,15300,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,1186475
100266,2,2024-06-07 19:23,26800,6011,ATM / Cash,ACBA ATM,38898923,SUCCESS,0,1175172
100267,2,2024-06-15 10:51,47100,1021,Electronics,TechZone,38898923,SUCCESS,0,1091398
